t (s)	ag  (m/s^2)
54.025	0.1022
54.03	0.1082
54.035	0.1087
54.04	0.112
54.045	0.1173
54.05	0.1226
54.055	0.1263
54.06	0.1326
54.065	0.1377
54.07	0.1356
54.075	0.1397
54.08	0.1415
54.085	0.1432
54.09	0.1495
54.095	0.1503
54.1	0.1495
54.105	0.1513
54.11	0.1518
54.115	0.1505
54.12	0.1528
54.125	0.1548
54.13	0.1548
54.135	0.1558
54.14	0.156
54.145	0.1515
54.15	0.1491
54.155	0.1486
54.16	0.1436
54.165	0.1406
54.17	0.1386
54.175	0.137
54.18	0.1347
54.185	0.1327
54.19	0.1343
54.195	0.1299
54.2	0.1272
54.205	0.1279
54.21	0.1209
54.215	0.115
54.22	0.1151
54.225	0.1129
54.23	0.1085
54.235	0.1095
54.24	0.1095
54.245	0.107
54.25	0.1058
54.255	0.1061
54.26	0.1031
54.265	0.0985
54.27	0.1039
54.275	0.1046
54.28	0.098
54.285	0.0995
54.29	0.101
54.295	0.0983
54.3	0.1004
54.305	0.1034
54.31	0.1002
54.315	0.0961
54.32	0.098
54.325	0.0982
54.33	0.0929
54.335	0.0931
54.34	0.0969
54.345	0.0925
54.35	0.0902
54.355	0.0948
54.36	0.0944
54.365	0.0928
54.37	0.0962
54.375	0.0958
54.38	0.0896
54.385	0.0888
54.39	0.0917
54.395	0.0896
54.4	0.0897
54.405	0.0954
54.41	0.0948
54.415	0.0914
54.42	0.0945
54.425	0.0966
54.43	0.0932
54.435	0.095
54.44	0.1004
54.445	0.0972
54.45	0.0966
54.455	0.1009
54.46	0.1025
54.465	0.1039
54.47	0.1065
54.475	0.1112
54.48	0.109
54.485	0.1047
54.49	0.1069
54.495	0.1101
54.5	0.1094
54.505	0.1104
54.51	0.1158
54.515	0.1146
54.52	0.1127
54.525	0.1172
54.53	0.118
54.535	0.1165
54.54	0.1176
54.545	0.119
54.55	0.1175
54.555	0.1162
54.56	0.1196
54.565	0.1206
54.57	0.119
54.575	0.1203
54.58	0.1213
54.585	0.1199
54.59	0.1177
54.595	0.1195
54.6	0.1222
54.605	0.1194
54.61	0.1172
54.615	0.117
54.62	0.1136
54.625	0.1132
54.63	0.1166
54.635	0.1163
54.64	0.1132
54.645	0.1138
54.65	0.1134
54.655	0.1088
54.66	0.1088
54.665	0.1099
54.67	0.1074
54.675	0.1062
54.68	0.1118
54.685	0.1087
54.69	0.1006
54.695	0.1035
54.7	0.1064
54.705	0.1048
54.71	0.1
54.715	0.1021
54.72	0.103
54.725	0.0956
54.73	0.0933
54.735	0.0953
54.74	0.0939
54.745	0.0914
54.75	0.0952
54.755	0.0944
54.76	0.0906
54.765	0.0915
54.77	0.0894
54.775	0.0823
54.78	0.0815
54.785	0.0838
54.79	0.0765
54.795	0.0758
54.8	0.0799
54.805	0.0776
54.81	0.0781
54.815	0.0803
54.82	0.0756
54.825	0.0705
54.83	0.0709
54.835	0.0697
54.84	0.0673
54.845	0.0694
54.85	0.0717
54.855	0.067
54.86	0.0644
54.865	0.0663
54.87	0.0674
54.875	0.0671
54.88	0.0668
54.885	0.07
54.89	0.0673
54.895	0.0656
54.9	0.072
54.905	0.0761
54.91	0.0764
54.915	0.079
54.92	0.0826
54.925	0.0789
54.93	0.0748
54.935	0.0772
54.94	0.0775
54.945	0.0784
54.95	0.0815
54.955	0.0819
54.96	0.0832
54.965	0.0834
54.97	0.0849
54.975	0.0876
54.98	0.0871
54.985	0.0878
54.99	0.089
54.995	0.0882
55	0.0867
55.005	0.0871
55.01	0.09
55.015	0.0883
55.02	0.0854
55.025	0.0873
55.03	0.0856
55.035	0.0841
55.04	0.0878
55.045	0.0882
55.05	0.0887
55.055	0.0932
55.06	0.0899
55.065	0.0854
55.07	0.0855
55.075	0.0836
55.08	0.0812
55.085	0.0825
55.09	0.0889
55.095	0.0874
55.1	0.0848
55.105	0.087
55.11	0.0834
55.115	0.0797
55.12	0.0804
55.125	0.0826
55.13	0.0793
55.135	0.0766
55.14	0.0783
55.145	0.0802
55.15	0.0814
55.155	0.0828
55.16	0.0875
55.165	0.0864
55.17	0.0821
55.175	0.0837
55.18	0.0851
55.185	0.0808
55.19	0.0817
55.195	0.085
55.2	0.0795
55.205	0.0765
55.21	0.0789
55.215	0.0779
55.22	0.0791
55.225	0.0825
55.23	0.0791
55.235	0.0801
55.24	0.0833
55.245	0.0821
55.25	0.0808
55.255	0.0799
55.26	0.0807
55.265	0.0746
55.27	0.0704
55.275	0.073
55.28	0.0713
55.285	0.0675
55.29	0.0678
55.295	0.071
55.3	0.0691
55.305	0.0678
55.31	0.07
55.315	0.0697
55.32	0.0655
55.325	0.0667
55.33	0.0715
55.335	0.0661
55.34	0.0626
55.345	0.0647
55.35	0.0644
55.355	0.0605
55.36	0.0616
55.365	0.064
55.37	0.0595
55.375	0.0597
55.38	0.0605
55.385	0.0576
55.39	0.0567
55.395	0.0557
55.4	0.0514
55.405	0.0462
55.41	0.0447
55.415	0.0442
55.42	0.0393
55.425	0.0378
55.43	0.039
55.435	0.0358
55.44	0.0327
55.445	0.0307
55.45	0.0289
55.455	0.027
55.46	0.0252
55.465	0.0235
55.47	0.022
55.475	0.0186
55.48	0.0145
55.485	0.0159
55.49	0.0139
55.495	0.009
55.5	0.0094
55.505	0.009
55.51	0.0062
55.515	0.0053
55.52	0.0063
55.525	0.0038
55.53	0.0017
55.535	0.0029
55.54	0.0023
55.545	-0.0009
55.55	-0.0026
55.555	-0.0012
55.56	-0.0035
55.565	-0.0053
55.57	-0.0002
55.575	-0.0017
55.58	-0.0053
55.585	-0.0016
55.59	-0.0023
55.595	-0.0079
55.6	-0.0068
55.605	-0.0053
55.61	-0.0132
55.615	-0.0146
55.62	-0.0109
55.625	-0.0114
55.63	-0.0101
55.635	-0.0067
55.64	-0.0068
55.645	-0.0112
55.65	-0.0106
55.655	-0.0078
55.66	-0.011
55.665	-0.0126
55.67	-0.0086
55.675	-0.0118
55.68	-0.016
55.685	-0.0114
55.69	-0.0078
55.695	-0.0088
55.7	-0.0061
55.705	-0.0032
55.71	-0.0085
55.715	-0.0105
55.72	-0.0042
55.725	-0.0019
55.73	-0.0026
55.735	0
55.74	0.0024
55.745	-0.0008
55.75	-0.0031
55.755	-0.0002
55.76	-0.0012
55.765	-0.0019
55.77	0.0023
55.775	0.0034
55.78	-0.0004
55.785	-0.0026
55.79	-0.0007
55.795	0.0013
55.8	0.0009
55.805	-0.0007
55.81	-0.0012
55.815	-0.0027
55.82	-0.0052
55.825	-0.0043
55.83	-0.0055
55.835	-0.0077
55.84	-0.0074
55.845	-0.007
55.85	-0.0094
55.855	-0.0135
55.86	-0.0127
55.865	-0.0111
55.87	-0.0141
55.875	-0.0153
55.88	-0.0131
55.885	-0.0148
55.89	-0.0156
55.895	-0.0138
55.9	-0.014
55.905	-0.0155
55.91	-0.0145
55.915	-0.012
55.92	-0.0148
55.925	-0.0176
55.93	-0.0177
55.935	-0.0173
55.94	-0.0181
55.945	-0.0168
55.95	-0.0157
55.955	-0.0189
55.96	-0.0172
55.965	-0.0152
55.97	-0.0163
55.975	-0.016
55.98	-0.0133
55.985	-0.0157
55.99	-0.0239
55.995	-0.0246
56	-0.0245
56.005	-0.0276
56.01	-0.027
56.015	-0.0235
56.02	-0.0228
56.025	-0.0251
56.03	-0.0257
56.035	-0.026
56.04	-0.0303
56.045	-0.0311
56.05	-0.0251
56.055	-0.0288
56.06	-0.0316
56.065	-0.0271
56.07	-0.0276
56.075	-0.0313
56.08	-0.0314
56.085	-0.0293
56.09	-0.0339
56.095	-0.0359
56.1	-0.0319
56.105	-0.0305
56.11	-0.0328
56.115	-0.0315
56.12	-0.03
56.125	-0.0374
56.13	-0.0388
56.135	-0.0348
56.14	-0.0384
56.145	-0.0379
56.15	-0.0326
56.155	-0.0359
56.16	-0.0398
56.165	-0.0372
56.17	-0.0327
56.175	-0.0324
56.18	-0.035
56.185	-0.0342
56.19	-0.037
56.195	-0.0408
56.2	-0.0396
56.205	-0.0377
56.21	-0.0406
56.215	-0.0394
56.22	-0.0351
56.225	-0.0402
56.23	-0.0397
56.235	-0.037
56.24	-0.0395
56.245	-0.0402
56.25	-0.0374
56.255	-0.0371
56.26	-0.0403
56.265	-0.0417
56.27	-0.0407
56.275	-0.0394
56.28	-0.0408
56.285	-0.0394
56.29	-0.0365
56.295	-0.0348
56.3	-0.0345
56.305	-0.0349
56.31	-0.0335
56.315	-0.0335
56.32	-0.033
56.325	-0.0322
56.33	-0.0333
56.335	-0.0334
56.34	-0.0309
56.345	-0.0275
56.35	-0.0261
56.355	-0.0243
56.36	-0.0219
56.365	-0.0235
56.37	-0.0223
56.375	-0.0209
56.38	-0.0231
56.385	-0.0226
56.39	-0.0214
56.395	-0.0204
56.4	-0.0206
56.405	-0.0192
56.41	-0.0149
56.415	-0.0131
56.42	-0.013
56.425	-0.0127
56.43	-0.0133
56.435	-0.0144
56.44	-0.0133
56.445	-0.0109
56.45	-0.0132
56.455	-0.0131
56.46	-0.0099
56.465	-0.0114
56.47	-0.0127
56.475	-0.0107
56.48	-0.0092
56.485	-0.012
56.49	-0.01
56.495	-0.0061
56.5	-0.0114
56.505	-0.0119
56.51	-0.0064
56.515	-0.0063
56.52	-0.0097
56.525	-0.0065
56.53	-0.0017
56.535	-0.0062
56.54	-0.0079
56.545	-0.0044
56.55	-0.0066
56.555	-0.0092
56.56	-0.0057
56.565	-0.0051
56.57	-0.0078
56.575	-0.0065
56.58	-0.0038
56.585	-0.0049
56.59	-0.0052
56.595	-0.002
56.6	-0.0062
56.605	-0.0093
56.61	-0.0037
56.615	-0.003
56.62	-0.0075
56.625	-0.0049
56.63	-0.003
56.635	-0.0111
56.64	-0.0133
56.645	-0.0087
56.65	-0.0079
56.655	-0.0091
56.66	-0.0078
56.665	-0.0084
56.67	-0.0122
56.675	-0.0123
56.68	-0.011
56.685	-0.0117
56.69	-0.0097
56.695	-0.0071
56.7	-0.0111
56.705	-0.0142
56.71	-0.0135
56.715	-0.0136
56.72	-0.0133
56.725	-0.0137
56.73	-0.0112
56.735	-0.011
56.74	-0.0142
56.745	-0.0139
56.75	-0.0136
56.755	-0.0174
56.76	-0.0171
56.765	-0.0127
56.77	-0.0144
56.775	-0.0141
56.78	-0.0131
56.785	-0.0119
56.79	-0.0097
56.795	-0.0121
56.8	-0.0137
56.805	-0.013
56.81	-0.0123
56.815	-0.0131
56.82	-0.0109
56.825	-0.0089
56.83	-0.0113
56.835	-0.0126
56.84	-0.0143
56.845	-0.0165
56.85	-0.0174
56.855	-0.0184
56.86	-0.0184
56.865	-0.0174
56.87	-0.0166
56.875	-0.0164
56.88	-0.0185
56.885	-0.0204
56.89	-0.0205
56.895	-0.0229
56.9	-0.0259
56.905	-0.0258
56.91	-0.0265
56.915	-0.0282
56.92	-0.0279
56.925	-0.026
56.93	-0.0267
56.935	-0.0272
56.94	-0.0252
56.945	-0.0291
56.95	-0.0325
56.955	-0.0299
56.96	-0.0302
56.965	-0.032
56.97	-0.03
56.975	-0.0309
56.98	-0.0336
56.985	-0.033
56.99	-0.0325
56.995	-0.0345
57	-0.0371
57.005	-0.0347
57.01	-0.036
57.015	-0.038
57.02	-0.0373
57.025	-0.0391
57.03	-0.0413
57.035	-0.0442
57.04	-0.0443
57.045	-0.0471
57.05	-0.0503
57.055	-0.0497
57.06	-0.0505
57.065	-0.0543
57.07	-0.055
57.075	-0.0504
57.08	-0.056
57.085	-0.0624
57.09	-0.0589
57.095	-0.0596
57.1	-0.0651
57.105	-0.065
57.11	-0.0584
57.115	-0.0632
57.12	-0.0709
57.125	-0.0632
57.13	-0.0614
57.135	-0.0659
57.14	-0.0619
57.145	-0.0634
57.15	-0.0686
57.155	-0.0673
57.16	-0.0668
57.165	-0.067
57.17	-0.0634
57.175	-0.0604
57.18	-0.0643
57.185	-0.0668
57.19	-0.0645
57.195	-0.0646
57.2	-0.0646
57.205	-0.0644
57.21	-0.0636
57.215	-0.0647
57.22	-0.0675
57.225	-0.0661
57.23	-0.0648
57.235	-0.0697
57.24	-0.069
57.245	-0.0662
57.25	-0.0686
57.255	-0.0667
57.26	-0.0645
57.265	-0.0622
57.27	-0.066
57.275	-0.0649
57.28	-0.0631
57.285	-0.0717
57.29	-0.0704
57.295	-0.066
57.3	-0.064
57.305	-0.0616
57.31	-0.0596
57.315	-0.0602
57.32	-0.0621
57.325	-0.0614
57.33	-0.0609
57.335	-0.0626
57.34	-0.0601
57.345	-0.0553
57.35	-0.0572
57.355	-0.0586
57.36	-0.0579
57.365	-0.0572
57.37	-0.0562
57.375	-0.0556
57.38	-0.0537
57.385	-0.0538
57.39	-0.0558
57.395	-0.0541
57.4	-0.0549
57.405	-0.0577
57.41	-0.0554
57.415	-0.0535
57.42	-0.0553
57.425	-0.0576
57.43	-0.0569
57.435	-0.0557
57.44	-0.0553
57.445	-0.0532
57.45	-0.0512
57.455	-0.0501
57.46	-0.0508
57.465	-0.0503
57.47	-0.0482
57.475	-0.0465
57.48	-0.0448
57.485	-0.0447
57.49	-0.0454
57.495	-0.0432
57.5	-0.0398
57.505	-0.0404
57.51	-0.0411
57.515	-0.0409
57.52	-0.0426
57.525	-0.0434
57.53	-0.0432
57.535	-0.0426
57.54	-0.0415
57.545	-0.0414
57.55	-0.0392
57.555	-0.0392
57.56	-0.0421
57.565	-0.0391
57.57	-0.0374
57.575	-0.0396
57.58	-0.037
57.585	-0.0352
57.59	-0.0368
57.595	-0.0363
57.6	-0.0334
57.605	-0.0299
57.61	-0.0309
57.615	-0.029
57.62	-0.0281
57.625	-0.0315
57.63	-0.0285
57.635	-0.0251
57.64	-0.0243
57.645	-0.0255
57.65	-0.0249
57.655	-0.0251
57.66	-0.0298
57.665	-0.0304
57.67	-0.0281
57.675	-0.0286
57.68	-0.0305
57.685	-0.0242
57.69	-0.0214
57.695	-0.0277
57.7	-0.0246
57.705	-0.0187
57.71	-0.0195
57.715	-0.0225
57.72	-0.0206
57.725	-0.0222
57.73	-0.025
57.735	-0.0252
57.74	-0.0289
57.745	-0.0293
57.75	-0.0236
57.755	-0.0212
57.76	-0.0272
57.765	-0.0258
57.77	-0.0197
57.775	-0.0197
57.78	-0.0179
57.785	-0.0136
57.79	-0.0176
57.795	-0.0221
57.8	-0.0205
57.805	-0.0232
57.81	-0.0246
57.815	-0.0212
57.82	-0.0187
57.825	-0.0201
57.83	-0.0206
57.835	-0.0169
57.84	-0.0179
57.845	-0.0203
57.85	-0.0148
57.855	-0.0158
57.86	-0.023
57.865	-0.0208
57.87	-0.0184
57.875	-0.0197
57.88	-0.0182
57.885	-0.0143
57.89	-0.0138
57.895	-0.018
57.9	-0.0204
57.905	-0.0189
57.91	-0.0177
57.915	-0.0162
57.92	-0.0114
57.925	-0.0105
57.93	-0.0145
57.935	-0.0158
57.94	-0.0125
57.945	-0.0096
57.95	-0.0108
57.955	-0.0072
57.96	-0.0056
57.965	-0.0106
57.97	-0.0104
57.975	-0.0085
57.98	-0.0107
57.985	-0.0118
57.99	-0.0078
57.995	-0.0079
58	-0.0094
58.005	-0.0078
58.01	-0.0063
58.015	-0.0028
58.02	-0.0048
58.025	-0.007
58.03	-0.0062
58.035	-0.0068
58.04	-0.0064
58.045	-0.0065
58.05	-0.0034
58.055	-0.0005
58.06	-0.0004
58.065	0.0004
58.07	0.0002
58.075	0.003
58.08	0.0053
58.085	0.0055
58.09	0.0095
58.095	0.0102
58.1	0.0077
58.105	0.0079
58.11	0.0092
58.115	0.011
58.12	0.0102
58.125	0.0095
58.13	0.0119
58.135	0.0137
58.14	0.0159
58.145	0.0178
58.15	0.0161
58.155	0.0149
58.16	0.0204
58.165	0.0206
58.17	0.016
58.175	0.0183
58.18	0.0211
58.185	0.0216
58.19	0.0178
58.195	0.0212
58.2	0.0253
58.205	0.0181
58.21	0.0175
58.215	0.0242
58.22	0.0286
58.225	0.0258
58.23	0.0278
58.235	0.0311
58.24	0.027
58.245	0.03
58.25	0.0324
58.255	0.0325
58.26	0.035
58.265	0.0361
58.27	0.0384
58.275	0.0362
58.28	0.0377
58.285	0.0446
58.29	0.0425
58.295	0.0424
58.3	0.049
58.305	0.0451
58.31	0.0394
58.315	0.0448
58.32	0.0485
58.325	0.0448
58.33	0.0471
58.335	0.0525
58.34	0.0491
58.345	0.0474
58.35	0.048
58.355	0.0483
58.36	0.05
58.365	0.0541
58.37	0.0576
58.375	0.053
58.38	0.0522
58.385	0.0551
58.39	0.0541
58.395	0.0507
58.4	0.0554
58.405	0.0583
58.41	0.05
58.415	0.0495
58.42	0.0507
58.425	0.0487
58.43	0.0519
58.435	0.0585
58.44	0.0563
58.445	0.0495
58.45	0.0509
58.455	0.0493
58.46	0.0435
58.465	0.0458
58.47	0.0509
58.475	0.0451
58.48	0.04
58.485	0.0424
58.49	0.0437
58.495	0.0429
58.5	0.0468
58.505	0.0486
58.51	0.0423
58.515	0.0428
58.52	0.0433
58.525	0.0427
58.53	0.0431
58.535	0.0435
58.54	0.0456
58.545	0.0438
58.55	0.0442
58.555	0.0462
58.56	0.0455
58.565	0.0417
58.57	0.0462
58.575	0.0511
58.58	0.0436
58.585	0.0432
58.59	0.0471
58.595	0.0444
58.6	0.0403
58.605	0.0407
58.61	0.0431
58.615	0.0405
58.62	0.0401
58.625	0.0436
58.63	0.0405
58.635	0.0377
58.64	0.0413
58.645	0.0397
58.65	0.0371
58.655	0.0371
58.66	0.0371
58.665	0.0374
58.67	0.037
58.675	0.0371
58.68	0.0351
58.685	0.0352
58.69	0.0362
58.695	0.0377
58.7	0.0406
58.705	0.039
58.71	0.0375
58.715	0.0361
58.72	0.0355
58.725	0.0359
58.73	0.0342
58.735	0.0326
58.74	0.0345
58.745	0.0389
58.75	0.0349
58.755	0.0316
58.76	0.0369
58.765	0.0378
58.77	0.0351
58.775	0.0388
58.78	0.0407
58.785	0.0351
58.79	0.0337
58.795	0.0371
58.8	0.0393
58.805	0.0389
58.81	0.0415
58.815	0.0459
58.82	0.0413
58.825	0.041
58.83	0.0459
58.835	0.0451
58.84	0.0435
58.845	0.0474
58.85	0.0506
58.855	0.0486
58.86	0.0502
58.865	0.0521
58.87	0.0466
58.875	0.0447
58.88	0.0514
58.885	0.0473
58.89	0.0473
58.895	0.0549
58.9	0.0518
58.905	0.048
58.91	0.0475
58.915	0.0494
58.92	0.0466
58.925	0.0452
58.93	0.0485
58.935	0.048
58.94	0.0477
58.945	0.0507
58.95	0.0514
58.955	0.0458
58.96	0.0448
58.965	0.0467
58.97	0.0454
58.975	0.047
58.98	0.05
58.985	0.0484
58.99	0.045
58.995	0.0448
59	0.0457
59.005	0.0455
59.01	0.0445
59.015	0.0441
59.02	0.0429
59.025	0.0429
59.03	0.0459
59.035	0.0488
59.04	0.0511
59.045	0.0531
59.05	0.0541
59.055	0.0519
59.06	0.0506
59.065	0.0523
59.07	0.0507
59.075	0.0509
59.08	0.054
59.085	0.0517
59.09	0.0473
59.095	0.0493
59.1	0.0523
59.105	0.0515
59.11	0.0517
59.115	0.0535
59.12	0.0523
59.125	0.0456
59.13	0.0436
59.135	0.0476
59.14	0.0488
59.145	0.0515
59.15	0.0548
59.155	0.052
59.16	0.0481
59.165	0.0482
59.17	0.0507
59.175	0.0513
59.18	0.0502
59.185	0.052
59.19	0.0522
59.195	0.0499
59.2	0.0516
59.205	0.0546
59.21	0.0541
59.215	0.0551
59.22	0.0577
59.225	0.057
59.23	0.0565
59.235	0.0568
59.24	0.0577
59.245	0.0579
59.25	0.0561
59.255	0.0555
59.26	0.0578
59.265	0.0591
59.27	0.059
59.275	0.0586
59.28	0.0601
59.285	0.0607
59.29	0.0576
59.295	0.0576
59.3	0.0562
59.305	0.0542
59.31	0.0565
59.315	0.0559
59.32	0.0554
59.325	0.0564
59.33	0.0537
59.335	0.0523
59.34	0.0537
59.345	0.0531
59.35	0.0507
59.355	0.0515
59.36	0.053
59.365	0.0482
59.37	0.0442
59.375	0.045
59.38	0.0457
59.385	0.046
59.39	0.0496
59.395	0.0519
59.4	0.0459
59.405	0.0426
59.41	0.0443
59.415	0.0442
59.42	0.042
59.425	0.0429
59.43	0.0439
59.435	0.0389
59.44	0.0392
59.445	0.0425
59.45	0.0371
59.455	0.036
59.46	0.0405
59.465	0.0374
59.47	0.0342
59.475	0.0376
59.48	0.0391
59.485	0.0327
59.49	0.0337
59.495	0.0365
59.5	0.0322
59.505	0.0305
59.51	0.0305
59.515	0.0304
59.52	0.0288
59.525	0.0321
59.53	0.033
59.535	0.0272
59.54	0.027
59.545	0.0293
59.55	0.0286
59.555	0.0265
59.56	0.0309
59.565	0.0311
59.57	0.0236
59.575	0.0249
59.58	0.029
59.585	0.0284
59.59	0.0243
59.595	0.0291
59.6	0.029
59.605	0.0194
59.61	0.024
59.615	0.0262
59.62	0.0213
59.625	0.0261
59.63	0.0307
59.635	0.025
59.64	0.0219
59.645	0.0255
59.65	0.0217
59.655	0.0192
59.66	0.0231
59.665	0.0166
59.67	0.0126
59.675	0.0174
59.68	0.0161
59.685	0.0136
59.69	0.0164
59.695	0.0178
59.7	0.0124
59.705	0.0122
59.71	0.0142
59.715	0.0135
59.72	0.0126
59.725	0.0109
59.73	0.013
59.735	0.0109
59.74	0.0093
59.745	0.0084
59.75	0.0059
59.755	0.0032
59.76	0.0036
59.765	0.0088
59.77	0.0045
59.775	0.0004
59.78	0.0024
59.785	0.0026
59.79	-0.0021
59.795	-0.0023
59.8	0.0049
59.805	-0.0035
59.81	-0.0084
59.815	0.0012
59.82	-0.0023
59.825	-0.0095
59.83	-0.0081
59.835	-0.0075
59.84	-0.0106
59.845	-0.0121
59.85	-0.0128
59.855	-0.0149
59.86	-0.0142
59.865	-0.0163
59.87	-0.0218
59.875	-0.0194
59.88	-0.0236
59.885	-0.0266
59.89	-0.0231
59.895	-0.0266
59.9	-0.0264
59.905	-0.0278
59.91	-0.0301
59.915	-0.0298
59.92	-0.0306
59.925	-0.0318
59.93	-0.0335
59.935	-0.033
59.94	-0.033
59.945	-0.0364
59.95	-0.0388
59.955	-0.0393
59.96	-0.0398
59.965	-0.0387
59.97	-0.0378
59.975	-0.0421
59.98	-0.0441
59.985	-0.0433
59.99	-0.0456
59.995	-0.0468
60	-0.0502
60.005	-0.0518
60.01	-0.0521
60.015	-0.0551
60.02	-0.0543
60.025	-0.0549
60.03	-0.0553
60.035	-0.0548
60.04	-0.0608
60.045	-0.0645
60.05	-0.0634
60.055	-0.0624
60.06	-0.0628
60.065	-0.0618
60.07	-0.0602
60.075	-0.0635
60.08	-0.0653
60.085	-0.0651
60.09	-0.0684
60.095	-0.0724
60.1	-0.0696
60.105	-0.0665
60.11	-0.072
60.115	-0.0722
60.12	-0.0668
60.125	-0.0692
60.13	-0.0743
60.135	-0.0705
60.14	-0.0691
60.145	-0.075
60.15	-0.0739
60.155	-0.0716
60.16	-0.0737
60.165	-0.0716
60.17	-0.0682
60.175	-0.0725
60.18	-0.0745
60.185	-0.0702
60.19	-0.0706
60.195	-0.0761
60.2	-0.0725
60.205	-0.0635
60.21	-0.0705
60.215	-0.0733
60.22	-0.066
60.225	-0.07
60.23	-0.0732
60.235	-0.0684
60.24	-0.0682
60.245	-0.0735
60.25	-0.0723
60.255	-0.069
60.26	-0.0711
60.265	-0.0723
60.27	-0.0657
60.275	-0.0639
60.28	-0.0722
60.285	-0.071
60.29	-0.0683
60.295	-0.0701
60.3	-0.0704
60.305	-0.0668
60.31	-0.0652
60.315	-0.0692
60.32	-0.0691
60.325	-0.0658
60.33	-0.0661
60.335	-0.0679
60.34	-0.0636
60.345	-0.0656
60.35	-0.0677
60.355	-0.0631
60.36	-0.0631
60.365	-0.0649
60.37	-0.0657
60.375	-0.063
60.38	-0.0653
60.385	-0.0658
60.39	-0.0632
60.395	-0.066
60.4	-0.0641
60.405	-0.0607
60.41	-0.0625
60.415	-0.0669
60.42	-0.0659
60.425	-0.0648
60.43	-0.0688
60.435	-0.0664
60.44	-0.0631
60.445	-0.0672
60.45	-0.0691
60.455	-0.0672
60.46	-0.0676
60.465	-0.0696
60.47	-0.0665
60.475	-0.0705
60.48	-0.0782
60.485	-0.0739
60.49	-0.0739
60.495	-0.0759
60.5	-0.0749
60.505	-0.0732
60.51	-0.0723
60.515	-0.0776
60.52	-0.0776
60.525	-0.0746
60.53	-0.0764
60.535	-0.0759
60.54	-0.0742
60.545	-0.0785
60.55	-0.0816
60.555	-0.0795
60.56	-0.078
60.565	-0.0785
60.57	-0.0746
60.575	-0.0719
60.58	-0.0758
60.585	-0.0768
60.59	-0.0763
60.595	-0.0764
60.6	-0.0758
60.605	-0.0747
60.61	-0.0733
60.615	-0.0751
60.62	-0.0796
60.625	-0.0795
60.63	-0.0773
60.635	-0.0769
60.64	-0.0736
60.645	-0.0741
60.65	-0.0773
60.655	-0.0763
60.66	-0.0751
60.665	-0.0743
60.67	-0.0751
60.675	-0.0725
60.68	-0.07
60.685	-0.0713
60.69	-0.0693
60.695	-0.0675
60.7	-0.0668
60.705	-0.065
60.71	-0.0652
60.715	-0.0658
60.72	-0.0619
60.725	-0.0604
60.73	-0.0612
60.735	-0.0575
60.74	-0.0561
60.745	-0.0551
60.75	-0.0512
60.755	-0.0529
60.76	-0.0536
60.765	-0.0513
60.77	-0.0518
60.775	-0.05
60.78	-0.0461
60.785	-0.0427
60.79	-0.0415
60.795	-0.0426
60.8	-0.0419
60.805	-0.0393
60.81	-0.0384
60.815	-0.0368
60.82	-0.0371
60.825	-0.039
60.83	-0.0356
60.835	-0.0309
60.84	-0.0276
60.845	-0.025
60.85	-0.0213
60.855	-0.0183
60.86	-0.0216
60.865	-0.021
60.87	-0.0176
60.875	-0.0194
60.88	-0.0194
60.885	-0.0157
60.89	-0.0115
60.895	-0.0114
60.9	-0.0096
60.905	-0.0044
60.91	-0.0038
60.915	-0.0016
60.92	0.0038
60.925	0.0027
60.93	-0.0016
60.935	-0.001
60.94	-0.0016
60.945	-0.0034
60.95	0.004
60.955	0.0092
60.96	0.0068
60.965	0.0083
60.97	0.0112
60.975	0.0098
60.98	0.0064
60.985	0.0089
60.99	0.0114
60.995	0.0093
61	0.0101
61.005	0.0111
61.01	0.0082
61.015	0.011
61.02	0.0162
61.025	0.0104
61.03	0.0063
61.035	0.0144
61.04	0.0189
61.045	0.0137
61.05	0.0163
61.055	0.0209
61.06	0.0144
61.065	0.0118
61.07	0.0172
61.075	0.018
61.08	0.0173
61.085	0.0221
61.09	0.0228
61.095	0.0208
61.1	0.0234
61.105	0.0276
61.11	0.0273
61.115	0.0304
61.12	0.0342
61.125	0.0296
61.13	0.0273
61.135	0.0276
61.14	0.0296
61.145	0.0302
61.15	0.0323
61.155	0.0359
61.16	0.0314
61.165	0.0289
61.17	0.034
61.175	0.0377
61.18	0.0359
61.185	0.0377
61.19	0.0413
61.195	0.0372
61.2	0.0352
61.205	0.0378
61.21	0.0365
61.215	0.0329
61.22	0.0375
61.225	0.0384
61.23	0.0305
61.235	0.0323
61.24	0.0366
61.245	0.0361
61.25	0.0372
61.255	0.0433
61.26	0.0412
61.265	0.0347
61.27	0.0378
61.275	0.0376
61.28	0.0334
61.285	0.0349
61.29	0.0395
61.295	0.0366
61.3	0.0316
61.305	0.0352
61.31	0.0366
61.315	0.0334
61.32	0.0382
61.325	0.0403
61.33	0.0321
61.335	0.0303
61.34	0.0362
61.345	0.0364
61.35	0.0307
61.355	0.0333
61.36	0.0368
61.365	0.0312
61.37	0.0305
61.375	0.0333
61.38	0.0305
61.385	0.0286
61.39	0.0343
61.395	0.0327
61.4	0.0252
61.405	0.0276
61.41	0.0303
61.415	0.0271
61.42	0.0244
61.425	0.0271
61.43	0.0211
61.435	0.0144
61.44	0.0187
61.445	0.0192
61.45	0.0184
61.455	0.0237
61.46	0.0264
61.465	0.0202
